id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
7534,Paid,0,20000.0,36,22.74,771.49,E1,3,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2017-01-03 00:00:00,debt_consolidation,IN,30.37,,679,29,1,25002,63.3,1,1,22,0
7535,Paid,0,18000.0,60,11.39,394.88,B3,,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2017-01-05 00:00:00,home_improvement,AZ,11.37,725,729,17,0,11000,19.6,0,0,25,0
7536,Paid,0,20000.0,36,15.99,703.05,C5,0,RENT,"(72000.0, 80000.0]",Verified,2016-01-11 00:00:00,credit_card,AZ,21.66,670,674,23,1,23313,66.6,0,1,40,2
7537,Paid,0,24000.0,60,26.24,721.99,E5,7,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2016-01-11 00:00:00,debt_consolidation,TX,17.11,685,689,26,0,15868,69.9,1,0,48,0
7538,Paid,0,24000.0,60,9.17,500.19,B2,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-06 00:00:00,debt_consolidation,TN,22.62,720,724,12,0,46351,71.2,6,0,63,2
7539,Paid,0,9000.0,36,14.99,311.95,C4,10,MORTGAGE,"(32500.0, 40000.0]",Verified,2017-01-01 00:00:00,debt_consolidation,MI,21.67,680,684,10,0,8027,50.8,2,0,47,0
7540,Paid,0,17950.0,60,19.03,465.93,D3,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2018-01-01 00:00:00,debt_consolidation,MD,20.16,,689,13,0,33182,64.9,3,0,39,1
7541,Paid,0,35000.0,60,16.55,861.4,D2,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,MS,19.28,690,694,10,0,32132,70.3,3,0,29,-1
7542,Paid,0,13000.0,36,9.99,419.42,B3,10,RENT,"(107000.0, 133553.0]",Source Verified,2015-01-11 00:00:00,debt_consolidation,CA,20.17,680,684,18,1,6855,19.9,0,1,36,1
7543,Paid,0,2500.0,36,23.43,97.34,F1,5,RENT,"(107000.0, 133553.0]",Verified,2014-01-08 00:00:00,other,PA,24.2,685,689,17,0,20327,79.1,0,0,27,-1
7544,Paid,0,10000.0,36,14.99,346.61,C5,10,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2014-01-09 00:00:00,debt_consolidation,TX,19.01,670,674,9,0,3870,75.9,0,0,45,-1
7545,Written off,1,6250.0,36,8.9,198.46,A5,2,OWN,"(6694.0, 32500.0]",Verified,2012-01-10 00:00:00,medical,UT,29.56,700,704,8,0,8668,52.2,2,0,50,0
7546,Paid,0,10000.0,36,7.07,309.1,A2,10,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2017-01-05 00:00:00,home_improvement,FL,14.35,720,724,6,0,7216,46.6,3,0,34,0
7547,Paid,0,24000.0,60,13.44,551.5,C3,10,RENT,"(91000.0, 107000.0]",Source Verified,2016-01-01 00:00:00,debt_consolidation,MA,14.31,680,684,7,0,31619,59.8,3,0,30,0
7548,Written off,1,9600.0,36,16.55,340.13,D2,10,RENT,"(60000.0, 65000.0]",Verified,2015-01-12 00:00:00,renewable_energy,CA,3.0,,669,3,0,3356,101.7,0,0,28,0
7549,Paid,0,30000.0,36,12.69,1006.35,C2,3,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-04 00:00:00,debt_consolidation,TX,11.53,710,714,9,0,43279,68.5,5,0,44,2
7550,Paid,0,10000.0,36,8.18,314.2,B1,10,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2015-01-04 00:00:00,debt_consolidation,FL,7.35,700,704,16,0,7804,31.0,2,0,38,0
7551,Paid,0,5500.0,36,12.74,184.63,C1,3,RENT,"(6694.0, 32500.0]",Not Verified,2017-01-02 00:00:00,debt_consolidation,CA,13.73,660,664,14,0,6774,37.4,0,0,28,0
7552,Paid,0,1000.0,36,30.75,42.87,F5,0,RENT,"(6694.0, 32500.0]",Source Verified,2017-01-09 00:00:00,other,CO,4.44,,679,3,0,3946,21.7,0,0,26,-2
7553,Paid,0,15000.0,36,12.62,502.67,C1,8,OWN,"(72000.0, 80000.0]",Not Verified,2017-01-10 00:00:00,debt_consolidation,IN,11.57,700,704,6,0,4976,27.8,0,0,35,-1
7554,Paid,0,16000.0,36,17.27,572.6,C5,2,RENT,"(52000.0, 60000.0]",Not Verified,2012-01-09 00:00:00,debt_consolidation,CA,19.88,,679,9,0,18795,58.2,0,0,31,0
7555,Paid,0,18500.0,60,9.17,385.56,B2,10,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2015-01-02 00:00:00,credit_card,NY,17.93,745,749,8,0,14178,77.1,2,0,30,0
7556,Paid,0,16000.0,60,16.78,395.76,C5,6,RENT,"(46000.0, 52000.0]",Verified,2013-01-07 00:00:00,debt_consolidation,NJ,13.11,675,679,10,0,13411,64.5,0,0,22,0
7557,Paid,0,35000.0,60,23.43,995.34,F1,10,OWN,"(91000.0, 107000.0]",Verified,2014-01-04 00:00:00,debt_consolidation,AL,27.81,,714,15,0,35950,79.0,0,0,32,1
7558,Paid,0,12000.0,36,7.02,370.64,A2,0,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2018-01-11 00:00:00,home_improvement,CO,13.73,,754,16,0,21683,27.8,5,0,30,-1
7559,Paid,0,30000.0,36,7.89,938.57,A5,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-10 00:00:00,credit_card,TN,9.08,705,709,13,0,29579,51.4,7,0,37,-1
7560,Written off,1,21000.0,60,20.0,556.38,D4,,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2017-01-10 00:00:00,car,GA,6.92,675,679,10,0,8898,36.2,1,0,56,1
7561,Paid,0,-6000.0,36,9.67,192.68,B1,6,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2013-01-11 00:00:00,debt_consolidation,NJ,29.32,695,699,8,0,3438,43.0,0,0,37,0
7562,Paid,0,20000.0,60,9.99,424.85,B3,0,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2015-01-02 00:00:00,home_improvement,NY,5.03,755,759,12,0,0,0.0,1,0,24,2
7563,Paid,0,12000.0,36,16.2,423.08,C4,2,OWN,"(40000.0, 46000.0]",Not Verified,2013-01-10 00:00:00,debt_consolidation,PA,12.99,685,689,11,0,4846,41.8,2,0,24,-2
7564,Paid,0,6000.0,36,9.76,192.93,B3,8,RENT,"(91000.0, 107000.0]",Verified,2015-01-12 00:00:00,medical,IL,29.98,690,694,12,0,16988,78.3,0,0,36,0
7565,Paid,0,35000.0,36,15.04,1213.98,C4,10,RENT,"(107000.0, 133553.0]",Not Verified,2018-01-04 00:00:00,debt_consolidation,CA,16.33,715,719,4,0,25146,93.1,2,0,49,0
7566,Paid,0,6000.0,36,9.75,192.9,B3,3,RENT,"(46000.0, 52000.0]",Source Verified,2016-01-02 00:00:00,credit_card,CA,6.24,680,684,6,0,7443,42.3,0,0,46,0
7567,Written off,1,35000.0,60,22.2,970.65,E4,3,MORTGAGE,"(107000.0, 133553.0]",Verified,2013-01-08 00:00:00,debt_consolidation,OH,11.87,720,724,11,0,25217,79.5,8,0,34,0
7568,Paid,0,8000.0,36,13.67,272.15,C3,6,RENT,"(107000.0, 133553.0]",Source Verified,2016-01-04 00:00:00,credit_card,TN,40.61,695,699,18,0,34911,97.0,4,0,22,1
7569,Paid,0,25875.0,60,24.08,745.58,F2,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2013-01-12 00:00:00,debt_consolidation,AL,21.7,710,714,5,0,13048,105.2,0,0,33,0
7570,Paid,0,25000.0,60,14.99,594.62,C5,10,OWN,"(52000.0, 60000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,MA,28.02,695,699,10,0,39935,59.8,1,0,33,0
7571,Paid,0,6000.0,36,7.97,187.94,A5,8,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2017-01-11 00:00:00,debt_consolidation,MD,9.09,755,759,12,0,13255,27.4,4,0,29,0
7572,Paid,0,31725.0,36,23.99,1244.5,E2,2,MORTGAGE,"(107000.0, 133553.0]",Verified,2016-01-12 00:00:00,house,DC,9.02,725,729,8,0,36435,75.1,3,0,32,0
7573,Paid,0,8000.0,36,16.77,284.31,D2,5,RENT,"(40000.0, 46000.0]",Not Verified,2012-01-02 00:00:00,credit_card,TX,20.99,660,664,6,0,4010,66.8,,0,42,0
7574,Paid,0,8100.0,36,11.53,267.23,B5,,RENT,"(65000.0, 72000.0]",Verified,2015-01-04 00:00:00,debt_consolidation,NC,16.54,675,679,12,0,6896,16.4,0,0,34,0
7575,Paid,0,16000.0,36,10.75,521.93,B4,4,RENT,"(133553.0, 6693021.0]",Verified,2016-01-04 00:00:00,vacation,VA,9.18,,679,8,1,11645,72.3,1,1,29,1
7576,Paid,0,10000.0,36,8.49,315.63,B1,8,RENT,"(80000.0, 91000.0]",Not Verified,2016-01-02 00:00:00,credit_card,NY,3.79,680,684,8,1,10379,74.1,0,0,24,0
7577,Paid,0,13175.0,36,10.99,431.28,B3,4,MORTGAGE,"(52000.0, 60000.0]",Verified,2014-01-05 00:00:00,debt_consolidation,IN,17.57,720,724,17,0,12035,33.2,2,0,22,0
7578,Paid,0,13000.0,36,16.59,460.84,D1,6,RENT,"(52000.0, 60000.0]",Verified,2014-01-04 00:00:00,debt_consolidation,CA,7.37,670,674,6,0,2418,35.0,0,0,32,1
7579,Paid,0,25000.0,60,14.08,582.75,C3,10,MORTGAGE,"(65000.0, 72000.0]",Verified,2017-01-12 00:00:00,debt_consolidation,NC,26.19,,689,13,0,29219,49.6,5,0,30,1
7580,Paid,0,20000.0,36,6.24,610.62,A2,10,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,RI,19.82,715,719,12,0,40925,72.7,2,0,36,0
7581,Paid,0,35000.0,36,15.05,1214.15,C4,2,RENT,"(133553.0, 6693021.0]",Verified,2017-01-08 00:00:00,debt_consolidation,CA,17.93,675,679,20,0,52225,70.7,0,0,22,-1
7582,Paid,0,8400.0,36,10.49,272.99,B3,2,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2016-01-10 00:00:00,debt_consolidation,CA,13.25,,694,10,0,78233,38.2,3,0,40,1
7583,Written off,1,17975.0,60,18.25,458.9,D3,2,RENT,"(32500.0, 40000.0]",Verified,2014-01-02 00:00:00,major_purchase,OH,9.23,685,689,7,0,8308,25.3,0,0,33,1
7584,Paid,0,12000.0,36,15.22,417.28,C3,2,RENT,"(72000.0, 80000.0]",Source Verified,2013-01-08 00:00:00,debt_consolidation,FL,17.41,675,679,23,0,7181,36.8,0,0,48,-1
7585,Paid,0,7000.0,36,10.74,228.32,B2,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2012-01-04 00:00:00,medical,NY,13.4,685,689,8,0,22532,79.9,3,0,34,0
7586,Paid,0,8000.0,36,11.48,263.74,B5,1,RENT,"(40000.0, 46000.0]",Not Verified,2016-01-01 00:00:00,debt_consolidation,MO,29.25,690,694,26,3,10870,53.0,1,1,43,1
7587,Written off,1,10000.0,36,15.61,349.65,D1,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2014-01-08 00:00:00,debt_consolidation,MD,27.5,660,664,14,0,14323,73.5,0,0,56,0
7588,Paid,0,15650.0,36,14.49,538.62,C4,1,RENT,"(40000.0, 46000.0]",Source Verified,2016-01-07 00:00:00,debt_consolidation,NC,29.12,,694,14,0,10372,26.3,0,0,22,-1
7589,Paid,0,-10400.0,60,23.99,299.13,E2,1,RENT,"(40000.0, 46000.0]",Verified,2017-01-01 00:00:00,credit_card,NY,15.71,680,684,10,0,10068,44.0,0,0,22,2
7590,Written off,1,6000.0,36,11.99,199.26,C1,,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2016-01-03 00:00:00,vacation,AR,12.52,670,674,8,0,2444,23.3,2,0,32,0
7591,Paid,0,2200.0,36,7.99,68.93,A4,2,RENT,"(46000.0, 52000.0]",Source Verified,2016-01-07 00:00:00,debt_consolidation,NY,17.55,710,714,5,1,2507,23.9,0,0,51,2
7592,Written off,1,28000.0,36,16.01,984.54,C5,5,MORTGAGE,"(72000.0, 80000.0]",Verified,2018-01-04 00:00:00,debt_consolidation,TX,29.27,675,679,15,0,6100,36.0,1,0,31,0
7593,Paid,0,10000.0,36,9.93,322.35,B2,8,RENT,"(80000.0, 91000.0]",Not Verified,2017-01-06 00:00:00,debt_consolidation,FL,13.27,,669,11,0,11028,51.8,0,0,23,0
7594,Written off,1,20000.0,60,16.29,489.45,D2,4,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,MS,23.73,680,684,15,0,7692,22.4,3,0,44,1
7595,Paid,0,7000.0,36,12.99,235.83,B5,2,RENT,"(6694.0, 32500.0]",Not Verified,2014-01-02 00:00:00,debt_consolidation,NY,21.76,,684,7,0,4386,48.2,0,0,23,2
7596,Paid,0,17000.0,36,12.74,570.68,C1,1,OWN,"(65000.0, 72000.0]",Source Verified,2016-01-11 00:00:00,credit_card,FL,5.69,,739,4,0,15724,98.3,2,0,32,0
7597,Paid,0,2400.0,36,17.77,86.49,D1,7,RENT,"(6694.0, 32500.0]",Not Verified,2013-01-04 00:00:00,debt_consolidation,NY,14.28,,704,4,0,8782,94.4,0,0,47,-1
7598,Written off,1,9000.0,36,13.66,306.12,C3,2,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-02 00:00:00,credit_card,UT,25.03,665,669,8,0,7301,67.0,0,0,25,0
7599,Paid,0,5000.0,36,5.32,150.58,A1,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2016-01-01 00:00:00,debt_consolidation,GA,13.19,705,709,8,0,31827,79.6,2,0,27,0
7600,Paid,0,3700.0,36,17.57,132.97,D4,5,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2014-01-05 00:00:00,debt_consolidation,VA,18.46,,664,4,0,3057,38.7,0,0,41,3
7601,Written off,1,17000.0,60,13.67,392.66,C4,0,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,MO,19.77,670,674,6,0,14873,61.5,1,0,27,0
7602,Paid,0,22000.0,36,6.89,678.2,A3,0,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,CA,23.48,725,729,7,0,26739,59.4,0,0,53,0
7603,Paid,0,11000.0,36,13.49,373.24,C2,4,RENT,"(46000.0, 52000.0]",Verified,2017-01-04 00:00:00,credit_card,TX,29.25,700,704,20,0,22009,47.9,0,0,30,1
7604,Paid,0,27000.0,36,16.29,953.12,D2,4,RENT,"(72000.0, 80000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,TX,27.48,680,684,21,0,27605,66.2,0,0,53,-2
7605,Paid,0,12500.0,60,16.29,305.91,D1,10,RENT,"(32500.0, 40000.0]",Verified,2016-01-02 00:00:00,debt_consolidation,NE,31.1,665,669,5,0,17277,101.6,2,0,40,0
7606,Paid,0,9000.0,36,6.49,275.81,A2,9,OWN,"(32500.0, 40000.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,NY,27.31,715,719,15,0,8450,21.4,0,0,43,-1
7607,Paid,0,7000.0,36,11.53,230.94,B5,10,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-02 00:00:00,debt_consolidation,CA,21.98,660,664,11,1,7250,54.5,0,1,21,0
7608,Paid,0,24000.0,36,13.92,819.29,C4,4,RENT,"(72000.0, 80000.0]",Not Verified,2009-01-12 00:00:00,major_purchase,CA,4.48,,709,8,0,656,8.6,,0,39,1
7609,Paid,0,14000.0,36,15.8,490.82,C3,5,RENT,"(46000.0, 52000.0]",Source Verified,2013-01-03 00:00:00,credit_card,MD,21.71,670,674,12,0,12051,84.3,0,0,43,4
7610,Paid,0,24000.0,36,6.24,732.74,A2,2,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2015-01-06 00:00:00,credit_card,KY,24.6,715,719,24,0,21127,61.1,0,0,43,0
7611,Paid,0,7000.0,36,6.68,215.12,A3,7,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2015-01-04 00:00:00,credit_card,NY,13.88,700,704,10,1,5751,63.9,1,0,21,0
7612,Written off,1,12000.0,36,11.99,398.52,B5,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2017-01-10 00:00:00,debt_consolidation,MI,17.34,710,714,22,0,45061,44.5,3,0,32,-1
7613,Paid,0,12000.0,36,14.65,413.94,C5,4,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,OH,37.42,665,669,19,0,15050,44.4,0,0,28,0
7614,Paid,0,12250.0,36,14.09,419.22,B5,4,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2013-01-01 00:00:00,home_improvement,IL,7.08,670,674,10,1,4623,36.1,1,1,39,-1
7615,Paid,0,6600.0,36,7.89,206.49,A5,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2015-01-04 00:00:00,credit_card,AL,27.7,685,689,9,0,30749,98.9,4,0,31,0
7616,Paid,0,6000.0,36,5.32,180.69,A1,0,RENT,"(46000.0, 52000.0]",Not Verified,2015-01-10 00:00:00,debt_consolidation,SC,14.95,740,744,8,0,6568,27.4,0,0,32,1
7617,Paid,0,35000.0,36,10.99,1145.69,B4,2,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-11 00:00:00,major_purchase,GA,24.43,740,744,22,0,6551,13.8,4,0,37,-1
7618,Paid,0,-7200.0,36,12.69,241.53,C2,10,MORTGAGE,"(65000.0, 72000.0]",Verified,2015-01-10 00:00:00,home_improvement,CA,20.68,660,664,11,0,5859,41.3,6,0,30,-1
7619,Paid,0,15000.0,36,9.17,478.19,B2,9,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2015-01-11 00:00:00,home_improvement,CA,12.68,725,729,16,0,209682,40.4,2,0,22,0
7620,Paid,0,19550.0,36,13.11,659.76,B4,3,RENT,"(52000.0, 60000.0]",Not Verified,2013-01-03 00:00:00,debt_consolidation,MN,16.89,685,689,25,0,25365,39.4,0,0,25,0
7621,Paid,0,4000.0,36,14.46,137.61,C4,10,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2016-01-02 00:00:00,home_improvement,CA,7.84,715,719,13,0,13602,31.6,4,0,30,0
7622,Paid,0,7750.0,36,12.12,257.86,B3,0,RENT,"(6694.0, 32500.0]",Source Verified,2012-01-11 00:00:00,debt_consolidation,MI,8.78,690,694,6,0,4432,67.2,0,0,39,0
7623,Paid,0,4800.0,36,11.47,158.22,B5,1,RENT,"(107000.0, 133553.0]",Not Verified,2016-01-02 00:00:00,debt_consolidation,CA,18.77,675,679,8,1,40516,98.1,0,0,28,-1
7624,Paid,0,7400.0,36,30.79,317.36,G1,8,RENT,"(6694.0, 32500.0]",Source Verified,2018-01-07 00:00:00,major_purchase,MD,8.4,710,714,6,0,3496,22.8,0,0,26,1
7625,Written off,1,6400.0,36,21.0,241.13,E2,,MORTGAGE,"(32500.0, 40000.0]",Verified,2013-01-03 00:00:00,other,TX,24.66,665,669,12,0,12478,43.8,7,0,40,0
7626,Paid,0,28000.0,36,14.65,965.84,C5,9,MORTGAGE,"(72000.0, 80000.0]",Verified,2015-01-10 00:00:00,debt_consolidation,TX,21.62,685,689,12,0,9618,45.2,2,0,24,-1
7627,Written off,1,7500.0,36,13.35,253.98,C2,8,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2014-01-06 00:00:00,home_improvement,PA,23.07,685,689,12,0,1127,17.9,0,0,33,-2
7628,Paid,0,9750.0,36,12.35,325.48,B4,7,RENT,"(6694.0, 32500.0]",Not Verified,2013-01-09 00:00:00,debt_consolidation,CA,19.0,665,669,11,0,20294,59.0,0,0,41,0
7629,Written off,1,20000.0,36,13.67,680.36,C3,5,RENT,"(72000.0, 80000.0]",Source Verified,2016-01-03 00:00:00,other,PA,21.9,675,679,19,1,23776,54.4,2,1,47,0
7630,Written off,1,2850.0,36,25.82,114.56,E4,8,OWN,"(91000.0, 107000.0]",Not Verified,2017-01-07 00:00:00,medical,CA,17.26,675,679,14,0,20709,91.2,0,0,31,2
7631,Paid,0,6000.0,36,9.93,193.41,B2,7,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2017-01-08 00:00:00,debt_consolidation,NY,4.92,675,679,5,0,4372,11.4,3,0,22,1
7632,Written off,1,14000.0,36,11.53,461.87,B5,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2015-01-10 00:00:00,debt_consolidation,TN,13.76,680,684,13,1,7443,34.0,1,1,49,2
7633,Paid,0,25000.0,36,10.49,812.45,B2,10,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2017-01-02 00:00:00,major_purchase,NC,13.18,690,694,13,0,92834,40.9,1,0,33,0
7634,Written off,1,4000.0,36,18.92,146.47,D4,10,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-03 00:00:00,home_improvement,CO,29.2,,669,9,1,19651,61.4,12,1,48,1
7635,Paid,0,18000.0,36,7.26,557.94,A4,4,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2015-01-11 00:00:00,credit_card,NC,29.89,710,714,18,0,30759,60.5,1,0,23,-1
7636,Paid,0,24000.0,36,9.17,765.1,B1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2014-01-08 00:00:00,credit_card,IL,8.43,705,709,12,1,36656,73.3,3,0,27,0
7637,Paid,0,25000.0,60,10.99,543.44,B4,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-04 00:00:00,debt_consolidation,OR,11.66,705,709,9,0,12472,75.6,4,0,31,0
7638,Paid,0,30000.0,60,22.45,836.27,F1,10,RENT,"(80000.0, 91000.0]",Verified,2012-01-04 00:00:00,debt_consolidation,IL,10.71,715,719,5,0,30910,96.7,0,0,26,0
7639,Paid,0,30000.0,36,22.47,1153.03,E5,10,MORTGAGE,"(80000.0, 91000.0]",Verified,2013-01-05 00:00:00,debt_consolidation,WA,22.16,670,674,8,0,16115,97.1,7,0,25,-2
7640,Paid,0,-7000.0,36,11.8,231.84,B4,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2018-01-11 00:00:00,home_improvement,TX,2.43,720,724,11,0,4727,16.8,1,0,45,-1
7641,Paid,0,21600.0,36,9.99,696.87,B3,3,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,FL,15.9,,709,15,0,19277,39.0,4,0,47,2
7642,Paid,0,25000.0,36,25.28,997.71,F5,5,RENT,"(65000.0, 72000.0]",Verified,2013-01-08 00:00:00,debt_consolidation,NY,18.6,665,669,12,0,7295,52.9,0,0,24,2
7643,Paid,0,13000.0,60,16.59,320.23,D1,10,RENT,"(46000.0, 52000.0]",Verified,2014-01-04 00:00:00,debt_consolidation,FL,29.56,690,694,21,0,7352,43.8,0,0,48,0
7644,Paid,0,15000.0,36,20.0,557.46,D4,2,OWN,"(40000.0, 46000.0]",Not Verified,2018-01-02 00:00:00,debt_consolidation,TX,21.41,660,664,20,0,11341,27.5,0,0,48,2
7645,Written off,1,9000.0,36,14.65,310.45,C5,6,RENT,"(6694.0, 32500.0]",Verified,2015-01-07 00:00:00,debt_consolidation,IN,31.11,665,669,10,0,11419,58.9,1,0,29,0
7646,Paid,0,8000.0,36,19.22,294.14,D4,8,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2014-01-02 00:00:00,other,IL,2.26,690,694,5,1,9072,68.2,2,1,31,1
7647,Paid,0,5500.0,36,12.69,184.5,C2,3,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2015-01-07 00:00:00,debt_consolidation,NJ,31.88,,729,9,0,4696,32.4,3,0,43,-1
7648,Paid,0,15000.0,36,7.69,467.91,A4,4,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-09 00:00:00,credit_card,IL,19.05,700,704,9,0,15446,51.0,3,0,21,2
7649,Paid,0,6000.0,36,11.53,197.95,B5,7,MORTGAGE,"(46000.0, 52000.0]",Verified,2015-01-03 00:00:00,home_improvement,CA,29.4,,694,17,0,18545,43.4,2,0,25,0
7650,Written off,1,10000.0,36,17.76,360.33,D1,2,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2013-01-10 00:00:00,debt_consolidation,IL,27.1,665,669,15,0,7876,66.7,1,0,39,1
7651,Paid,0,6000.0,36,9.92,193.38,B2,2,MORTGAGE,"(52000.0, 60000.0]",Verified,2018-01-04 00:00:00,debt_consolidation,NE,28.64,745,749,6,0,4003,19.5,1,0,37,0
7652,Paid,0,8075.0,36,15.77,282.98,D1,6,RENT,"(46000.0, 52000.0]",Source Verified,2016-01-02 00:00:00,vacation,NY,1.5,670,674,2,0,918,16.7,0,0,21,1
7653,Paid,0,16000.0,36,12.85,537.95,B4,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2013-01-12 00:00:00,debt_consolidation,LA,18.24,670,674,20,0,17901,68.1,2,0,46,2
7654,Paid,0,10000.0,36,7.89,312.86,A5,8,OWN,"(133553.0, 6693021.0]",Source Verified,2015-01-11 00:00:00,home_improvement,VA,3.07,670,674,12,1,4876,13.4,5,1,24,0
7655,Paid,0,10000.0,36,10.99,327.34,B3,10,OWN,"(46000.0, 52000.0]",Verified,2014-01-06 00:00:00,credit_card,AL,20.86,675,679,10,1,13116,64.0,1,1,21,0
7656,Written off,1,8400.0,36,11.99,278.97,B5,5,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-01 00:00:00,credit_card,WA,20.07,,704,8,0,5160,99.2,10,0,42,0
7657,Paid,0,2400.0,36,18.99,87.97,D3,10,RENT,"(46000.0, 52000.0]",Not Verified,2017-01-01 00:00:00,vacation,KS,30.67,710,714,17,0,1600,66.7,2,0,41,-1
7658,Paid,0,-25725.0,36,12.49,860.48,B5,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-07 00:00:00,major_purchase,TX,23.07,,689,10,0,17218,79.3,6,0,30,2
7659,Paid,0,6000.0,36,12.42,200.5,B4,7,RENT,"(6694.0, 32500.0]",Source Verified,2011-01-11 00:00:00,other,VT,16.4,700,704,4,0,896,12.4,,0,35,0
7660,Paid,0,2500.0,36,13.98,85.42,C3,5,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2010-01-06 00:00:00,home_improvement,LA,4.86,685,689,3,0,6436,36.4,,0,32,-2
7661,Written off,1,18000.0,60,16.29,440.51,D2,10,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,FL,16.67,,679,19,1,18146,59.5,3,0,32,-1
7662,Paid,0,-12000.0,36,10.99,392.81,B4,2,MORTGAGE,"(107000.0, 133553.0]",Verified,2015-01-07 00:00:00,debt_consolidation,WA,16.91,660,664,10,0,6633,102.0,3,0,25,0
7663,Paid,0,25000.0,36,6.68,768.28,A3,5,MORTGAGE,"(107000.0, 133553.0]",Verified,2015-01-06 00:00:00,credit_card,OH,13.38,,679,11,0,40369,92.2,3,0,41,0
7664,Written off,1,30775.0,60,25.88,919.24,F4,3,RENT,"(72000.0, 80000.0]",Verified,2016-01-03 00:00:00,debt_consolidation,WA,10.14,690,694,6,0,19485,80.9,0,0,32,0
7665,Paid,0,25000.0,36,13.99,854.32,C4,4,OWN,"(72000.0, 80000.0]",Source Verified,2015-01-11 00:00:00,debt_consolidation,NY,20.51,670,674,14,0,7474,41.1,3,0,39,0
7666,Paid,0,10000.0,36,10.99,327.34,B2,10,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2014-01-02 00:00:00,credit_card,OH,10.64,675,679,6,1,4217,50.0,5,1,52,2
